timestamp;orient0;orient1;orient2;linAcc0;linAcc1;linAcc2;iR0;iR1;iR2;iR3;iR4;iR5;iR6;iR7;iR8;iR9;iR10;iR11;iR12;iR13;iR14;iR15
2013-11-07 16:35:52.131;0.45641667;-0.010040563;-0.07075734;0.041599255;0.006135142;-0.02558803;0.89507866;-0.44026878;0.070694745;0.0;0.44071227;0.8975923;0.010040393;0.0;-0.06787554;0.022169098;0.9974474;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.162;0.45683756;-0.010498326;-0.070512705;0.024839843;-0.021098902;-0.06404489;0.8948955;-0.4406798;0.07045042;0.0;0.44108787;0.89740247;0.010498137;0.0;-0.06784869;0.021680089;0.99746;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.209;0.45948386;-0.010910382;-0.069962576;0.057760116;-0.022744916;-0.011671733;0.8937506;-0.4430842;0.069901355;0.0;0.44345918;0.89622813;0.0109101655;0.0;-0.06748168;0.02124743;0.9974943;0.0;0.0;0.0;0.0;1.0000001
2013-11-07 16:35:52.228;0.4699718;-0.010833974;-0.069900624;0.1038485;-0.018405426;0.020500353;0.88906115;-0.4524299;0.06983961;0.0;0.4528346;0.8915287;0.010833761;0.0;-0.067165546;0.02199392;0.99749935;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.271;0.46252534;-0.010483005;-0.06994628;0.10339958;-0.06284779;-0.019003976;0.89241344;-0.44577414;0.06988544;0.0;0.44618505;0.8948795;0.010482815;0.0;-0.06721199;0.021826828;0.9975001;0.0;0.0;0.0;0.0;1.0000001
2013-11-07 16:35:52.313;0.4588521;-0.0104983;-0.06945703;0.06748656;-0.023493104;-0.025288755;0.894077;-0.44250447;0.06939738;0.0;0.44289482;0.89651203;0.010498107;0.0;-0.06686104;0.021349624;0.9975338;0.0;0.0;0.0;0.0;0.9999999
2013-11-07 16:35:52.340;0.45591044;-0.010544052;-0.06948748;0.050427873;0.08499416;0.020201078;0.89537144;-0.4398747;0.069427714;0.0;0.44025546;0.89781064;0.010543855;0.0;-0.066970915;0.021125263;0.9975313;0.0;0.0;0.0;0.0;0.99999994
2013-11-07 16:35:52.362;0.46021527;-0.010559422;-0.069335245;0.04833295;0.0010474633;0.050128598;0.8934793;-0.44372928;0.06927585;0.0;0.44411623;0.89590704;0.010559228;0.0;-0.066750154;0.021332076;0.9975417;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.401;0.46392164;-0.010559341;-0.069227636;0.080505036;-0.03606266;-0.06374562;0.8918356;-0.44704005;0.069168486;0.0;0.4474337;0.89425457;0.010559142;0.0;-0.06657461;0.021531295;0.997549;0.0;0.0;0.0;0.0;0.9999999
2013-11-07 16:35:52.416;0.4595623;-0.010437307;-0.069181964;0.048632223;-0.071975686;0.038007952;0.8937828;-0.44314146;0.06912302;0.0;0.44353172;0.8961979;0.01043712;0.0;-0.06657303;0.021329736;0.9975536;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.433;0.4583983;-0.010330501;-0.069181964;0.06658874;-0.046986207;0.017657237;0.8943011;-0.44209412;0.06912309;0.0;0.4424887;0.8967144;0.010330311;0.0;-0.06655066;0.021347774;0.99755454;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.468;0.4593194;-0.010467791;-0.06922763;0.045789108;-0.045938745;0.005686229;0.8938863;-0.44292524;0.06916856;0.0;0.44331387;0.89630526;0.010467601;0.0;-0.06663251;0.021306535;0.99755;0.0;0.0;0.0;0.0;0.9999999
2013-11-07 16:35:52.501;0.46343854;-0.0107730655;-0.0690754;0.013766659;-0.063296705;-0.031423897;0.89205503;-0.44662562;0.06901647;0.0;0.44700065;0.89446867;0.010772859;0.0;-0.06654451;0.021240426;0.9975573;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.532;0.46816134;-0.010681359;-0.06884494;0.008828619;-0.10310031;-0.05207389;0.8899541;-0.45083308;0.06878666;0.0;0.45122057;0.89234877;0.010681161;0.0;-0.06619709;0.021532211;0.99757427;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.563;0.46887144;-0.010849331;-0.06821866;-0.04249708;-0.036511578;0.055365913;0.8896696;-0.45148844;0.06816175;0.0;0.4518532;0.89202625;0.010849117;0.0;-0.06570032;0.021146974;0.9976153;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.596;0.46482056;-0.010940896;-0.06774463;-0.029478608;-0.018255789;-0.10175357;0.8915197;-0.44789627;0.067688785;0.0;0.44823563;0.89384866;0.01094068;0.0;-0.065403804;0.02058669;0.9976466;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.637;0.470761;-0.010589926;-0.0664291;-0.023792379;-0.05551555;-0.07511808;0.8889389;-0.45319077;0.06637653;0.0;0.45353925;0.8911734;0.010589724;0.0;-0.06395217;0.020690743;0.9977385;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.673;0.47472948;-0.00953691;-0.06511258;-0.019303251;-0.11222821;-0.021098902;0.88724804;-0.45668113;0.065063626;0.0;0.4570771;0.8893759;0.009536767;0.0;-0.06222128;0.021277614;0.99783546;0.0;0.0;0.0;0.0;0.99999994
2013-11-07 16:35:52.709;0.46505818;-0.008438338;-0.06364481;-0.026485857;-0.17088614;0.09292495;0.8917451;-0.44804648;0.063599594;0.0;0.44845882;0.8937636;0.008438242;0.0;-0.060623717;0.020997038;0.9979398;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.741;0.46267322;-0.008194129;-0.06257396;-0.018405426;-0.12539631;0.01316811;0.8928824;-0.44592682;0.06253103;0.0;0.44632688;0.8948324;0.008194036;0.0;-0.059608743;0.02059297;0.99800926;0.0;0.0;0.0;0.0;0.9999999
2013-11-07 16:35:52.773;0.45913547;-0.0076142983;-0.061610684;-0.065242;-0.09816227;-0.10594343;0.8945274;-0.4427527;0.061569914;0.0;0.44316047;0.89640987;0.0076142224;0.0;-0.058563117;0.020474223;0.9980736;0.0;0.0;0.0;0.0;0.9999999
2013-11-07 16:35:52.804;0.45992413;-0.007080195;-0.05997446;-0.055216275;-0.12644377;0.1551742;0.8942867;-0.4434623;0.059937004;0.0;0.443869;0.8960636;0.0070801293;0.0;-0.056847155;0.020272512;0.998177;0.0;0.0;0.0;0.0;1.0000001
2013-11-07 16:35:52.839;0.4615698;-0.0075074984;-0.05853807;-0.1237503;-0.04563947;0.08738836;0.8936252;-0.44498459;0.058502994;0.0;0.44534165;0.8953292;0.0075074257;0.0;-0.055720136;0.019344995;0.99825895;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.883;0.46508718;-0.007919442;-0.05729973;-0.09008184;-0.06404489;-0.17911622;0.89211214;-0.44817;0.057266578;0.0;0.4484867;0.89375436;0.007919359;0.0;-0.054731477;0.018618342;0.99832743;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.923;0.4622934;-0.0071564913;-0.055740584;-0.06284779;-0.087687634;-0.0028431145;0.8934642;-0.44566613;0.0557103;0.0;0.4459905;0.8950092;0.00715643;0.0;-0.0530506;0.01845225;0.99842143;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:52.961;0.4582409;-0.0057221577;-0.05413575;-0.019602526;-0.13946225;-0.039653964;0.8953811;-0.44200072;0.054108426;0.0;0.4423639;0.8968172;0.0057221283;0.0;-0.05105456;0.01881213;0.9985185;0.0;0.0;0.0;0.0;0.9999999
2013-11-07 16:35:53.003;0.45326468;-0.005203339;-0.05219489;0.0053869537;-0.12599486;-0.089782566;0.89767903;-0.43755057;0.052170493;0.0;0.43789694;0.8990101;0.005203316;0.0;-0.04917851;0.018174391;0.9986246;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:53.041;0.4523608;-0.0035705937;-0.05034549;0.051026423;-0.13631986;-0.041748893;0.8981996;-0.4366979;0.050323907;0.0;0.4370873;0.89941216;0.0035705855;0.0;-0.046821196;0.01878884;0.99872667;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:53.083;0.4588879;-0.0019836687;-0.04912325;0.13123219;-0.14110826;0.07736264;0.89542097;-0.44250435;0.049103405;0.0;0.44295043;0.896544;0.001983667;0.0;-0.044901133;0.019974155;0.9987919;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:53.121;0.46065065;-0.0016937291;-0.048419937;0.13572131;-0.025737667;-0.030825347;0.8946772;-0.4440835;0.048400946;0.0;0.44453046;0.8957622;0.0016937295;0.0;-0.0441079;0.020000353;0.9988265;0.0;0.0;0.0;0.0;1.0
2013-11-07 16:35:53.163;0.45986202;-0.0015258827;-0.0464799;-0.03441665;0.06569091;0.22804771;0.89511436;-0.44340858;0.046463117;0.0;0.4438238;0.8961126;0.0015258824;0.0;-0.04231277;0.0192556;0.9989188;0.0;0.0;0.0;0.0;0.9999999
2013-11-07 16:35:53.195;0.45484966;-0.001235979;-0.045579176;0.04504092;0.06494272;-0.038007952;0.8973694;-0.43892157;0.045563363;0.0;0.4393269;0.8983264;0.0012359768;0.0;-0.04147327;0.018908083;0.9989606;0.0;0.0;0.0;0.0;0.99999994
